"Species","pa","X","Y","Bio2","Bio3","Bio9","Bio15","Bio18","Bio19"
"Chromolaena odorata",0,91.8458333333333,22.5708333333333,9.10000038146973,46.9072189331055,20.9166660308838,104.86457824707,972,28
"Chromolaena odorata",0,88.9458333333333,24.2791666666667,10.5833330154419,41.6666641235352,18.6666660308838,96.5508804321289,515,31
"Chromolaena odorata",0,88.2791666666667,22.8291666666667,10.2916660308838,42.7040138244629,20.1333332061768,97.6645584106445,408,37
"Chromolaena odorata",0,92.2541666666667,25.3291666666667,9.55833339691162,48.7670059204102,13.3999996185303,107.21898651123,2614,36
"Chromolaena odorata",0,89.3875,23.6708333333333,10.3666667938232,41.6331977844238,19.3833332061768,86.9269180297852,592,39
"Chromolaena odorata",0,90.6958333333333,23.6041666666667,9.30000019073486,43.6619758605957,19.9166660308838,87.1387557983398,858,34
"Chromolaena odorata",0,89.8541666666667,21.9208333333333,7.67499971389771,40.1832466125488,20.5499992370605,100.386184692383,728,52
"Chromolaena odorata",0,90.0958333333333,24.2958333333333,9.5,42.6008987426758,19.0666675567627,90.2874069213867,1025,32
"Chromolaena odorata",0,92.5541666666667,23.8541666666667,9.42500019073486,47.8426361083984,17.5666656494141,80.6209182739258,1202,48
"Chromolaena odorata",0,92.2208333333333,21.1291666666667,7.65833377838135,45.3155822753906,21.7000007629395,119.177787780762,1326,31
"Chromolaena odorata",0,91.8125,22.3708333333333,8.71666717529297,46.3652496337891,21.3166656494141,106.72900390625,1028,33
"Chromolaena odorata",0,90.7958333333333,23.8541666666667,9.34166717529297,43.4496116638184,19.6333332061768,87.259651184082,1185,32
"Chromolaena odorata",0,92.0541666666667,24.4125,9.96666622161865,46.5732078552246,18.466667175293,82.2302932739258,1148,55
"Chromolaena odorata",0,92.4625,23.4875,9.48333358764648,47.4166679382324,18.3666667938232,84.4566955566406,1113,43
"Chromolaena odorata",0,90.0541666666667,23.9208333333333,9.57499980926514,42.3672561645508,19.1333332061768,85.6584167480469,986,39
"Chromolaena odorata",0,88.7875,22.8291666666667,9.99166679382324,42.8826904296875,20.1333332061768,93.7296600341797,471,44
"Chromolaena odorata",0,91.9791666666667,26.0208333333333,9.31666660308838,45.447151184082,16.9500007629395,94.1894607543945,1200,31
"Chromolaena odorata",0,92.4458333333333,25.1291666666667,8.95833396911621,46.4162330627441,15.1000003814697,96.8812103271484,2263,47
"Chromolaena odorata",0,89.0375,23.2208333333333,10.3166666030884,43.1659698486328,19.9833335876465,90.8130645751953,523,42
"Chromolaena odorata",0,88.8875,22.2291666666667,8.92500019073486,42.0990600585938,20.9333324432373,97.3720932006836,479,49
"Chromolaena odorata",0,92.5125,23.1125,8.89999961853027,47.8494606018066,17.783332824707,91.8246078491211,1082,51
"Chromolaena odorata",0,92.5291666666667,21.8875,8.36666679382324,46.4814834594727,18.3166656494141,110.008644104004,1260,49
"Chromolaena odorata",0,88.7125,23.0625,10.5416669845581,43.3813438415527,20.033332824707,96.0403518676758,471,35
"Chromolaena odorata",0,89.8791666666667,22.8958333333333,9.24166679382324,42.5883293151855,20.3166656494141,88.2217636108398,697,50
"Chromolaena odorata",0,92.0625,24.3541666666667,10.0416660308838,46.4891967773438,18.533332824707,81.7002105712891,1315,53
"Chromolaena odorata",0,91.6375,25.1875,9.14166641235352,46.170036315918,18.3500003814697,92.6606826782227,1793,45
"Chromolaena odorata",0,90.3708333333333,23.4958333333333,9.34999942779541,42.1171188354492,19.6499996185303,84.8474731445312,801,41
"Chromolaena odorata",0,91.0458333333333,26.2875,9.375,46.641788482666,18.8999996185303,91.5744018554688,872,34
"Chromolaena odorata",0,90.7375,25.1041666666667,9.53333282470703,45.8333320617676,19.4833335876465,95.1571960449219,1239,26
"Chromolaena odorata",0,92.4125,21.0541666666667,7.75,45.8579864501953,20.8999996185303,121.862632751465,1468,33
"Chromolaena odorata",0,91.0875,24.5375,8.99166679382324,43.4380073547363,19.2333335876465,88.2670440673828,1352,34
"Chromolaena odorata",0,88.8208333333333,26.1291666666667,9.64999961853027,44.4700469970703,19.5833339691162,107.840408325195,1598,25
"Chromolaena odorata",0,88.4875,24.3958333333333,10.7166662216187,42.5264549255371,20.033332824707,99.9863052368164,416,32
"Chromolaena odorata",0,91.1958333333333,24.8958333333333,8.625,43.5606079101562,19.2333335876465,90.7623596191406,1396,36
"Chromolaena odorata",0,89.7375,23.9958333333333,9.64999961853027,41.4163055419922,19.3500003814697,86.2172241210938,614,38
"Chromolaena odorata",0,90.5875,23.4041666666667,8.5,42.2885589599609,20.1333332061768,86.7909622192383,809,37
"Chromolaena odorata",0,91.5208333333333,22.9291666666667,9.18333435058594,45.9166641235352,20.4833335876465,98.6514282226562,928,30
"Chromolaena odorata",0,88.7375,24.0875,10.9499998092651,41.7938919067383,19.1333332061768,98.5126876831055,475,31
"Chromolaena odorata",0,90.8208333333333,23.9291666666667,9.375,43.6046524047852,19.5499992370605,87.6244277954102,1191,30
"Chromolaena odorata",0,92.4291666666667,26.0375,9.25,45.1219520568848,16.1166667938232,97.3809814453125,1212,28
"Chromolaena odorata",0,89.9875,22.6041666666667,8.90000057220459,42.3809509277344,20.3166675567627,91.3146438598633,723,52
"Chromolaena odorata",0,88.6208333333333,24.8875,10.3416662216187,43.2705726623535,19.6833324432373,99.9840621948242,718,30
"Chromolaena odorata",0,92.5708333333333,22.4291666666667,9.19166660308838,45.503303527832,20,104.007827758789,967,31
"Chromolaena odorata",0,91.2958333333333,25.7041666666667,7.68333339691162,43.4086647033691,13.216667175293,110.36107635498,4137,68
"Chromolaena odorata",0,90.4875,22.6708333333333,8.75833320617676,42.5161819458008,20.2999992370605,91.5724716186523,836,43
"Chromolaena odorata",0,92.3625,24.8041666666667,10.1583337783813,48.1437644958496,18.7999992370605,82.8135986328125,1468,67
"Chromolaena odorata",0,89.5958333333333,25.6958333333333,9.41666698455811,44.003116607666,19.0166664123535,100.833183288574,1456,23
"Chromolaena odorata",0,88.6041666666667,22.7208333333333,10.033332824707,43.0615158081055,20.3833332061768,96.6344757080078,456,40
"Chromolaena odorata",0,92.9708333333333,21.8791666666667,8.45833301544189,44.7530822753906,18.9166660308838,106.228271484375,881,32
"Chromolaena odorata",0,91.9708333333333,24.3791666666667,10.5166664123535,46.9494094848633,18.8833332061768,82.0501556396484,1053,52
"Chromolaena odorata",0,89.8708333333333,22.7708333333333,9,42.2535209655762,20.4500007629395,89.4279479980469,690,51
"Chromolaena odorata",0,92.2958333333333,25.0125,9.99166679382324,47.5793647766113,18.8166675567627,85.3068389892578,1570,60
"Chromolaena odorata",0,89.3625,25.3541666666667,9.91666698455811,43.8790588378906,19.8999996185303,98.3894500732422,1169,27
"Chromolaena odorata",0,89.8958333333333,23.9958333333333,9.60833358764648,42.1418151855469,19.0166664123535,86.3456344604492,930,37
"Chromolaena odorata",0,90.8541666666667,23.9958333333333,9.57499980926514,44.1244239807129,19.3333339691162,87.6615905761719,1201,31
"Chromolaena odorata",0,92.1708333333333,22.8375,8.78333377838135,45.7465324401855,19.966667175293,99.70947265625,1009,35
"Chromolaena odorata",0,90.2291666666667,26.6791666666667,9.65833282470703,48.2916679382324,20.1166667938232,106.718147277832,1684,33
"Chromolaena odorata",0,90.5125,24.5708333333333,9.48333358764648,43.9043197631836,19.3500003814697,93.7736282348633,1076,26
"Chromolaena odorata",0,89.1458333333333,23.1875,10.4083337783813,43.1881065368652,20.75,89.2061080932617,540,46
"Chromolaena odorata",0,88.9125,23.5125,10.8499994277954,42.5490188598633,19.533332824707,93.5679168701172,505,34
"Chromolaena odorata",0,92.9125,23.6791666666667,9.65000057220459,48.25,17,80.8047409057617,859,44
"Chromolaena odorata",0,92.0625,22.9208333333333,9.24166679382324,46.4405364990234,20.3666667938232,98.083984375,900,29
"Chromolaena odorata",0,88.1708333333333,21.8125,7.375,39.6505355834961,21.1999988555908,102.772956848145,393,40
"Chromolaena odorata",0,88.0791666666667,24.3625,11.2083339691162,42.779899597168,19.9833335876465,104.145401000977,354,33
"Chromolaena odorata",0,91.9208333333333,24.4291666666667,10.533332824707,46.8148193359375,18.8500003814697,82.7869110107422,1111,52
"Chromolaena odorata",0,92.7458333333333,23.0041666666667,9.28333282470703,46.8855209350586,17.6833343505859,93.0188827514648,958,43
"Chromolaena odorata",0,88.5875,26.0208333333333,9.89999961853027,43.805305480957,19.4500007629395,107.538383483887,1388,25
"Chromolaena odorata",0,90.0708333333333,23.9625,9.53333377838135,42.5595207214355,19.1666660308838,86.1556854248047,989,37
"Chromolaena odorata",0,91.7541666666667,22.7708333333333,9.45833396911621,46.5927734375,20.533332824707,100.929229736328,936,28
"Chromolaena odorata",0,90.8375,25.1625,9.33333396911621,45.307445526123,19.1333332061768,94.9335174560547,1315,27
"Chromolaena odorata",0,90.0125,26.0208333333333,9.25,45.3431358337402,19.2333335876465,103.21826171875,1325,21
"Chromolaena odorata",0,88.1458333333333,22.9458333333333,10.658332824707,42.9771499633789,20.2333335876465,97.9007568359375,379,36
"Chromolaena odorata",0,91.1208333333333,23.6791666666667,9.64166641235352,45.2660369873047,19.716667175293,88.8466339111328,1210,30
"Chromolaena odorata",0,92.8291666666667,25.7708333333333,10.408332824707,46.054573059082,17.4333324432373,81.3959197998047,805,39
"Chromolaena odorata",0,92.6875,21.0791666666667,8.17499923706055,45.1657409667969,22.0833339691162,122.533340454102,1381,27
"Chromolaena odorata",0,91.0625,24.2625,9.26666641235352,43.7106895446777,19.1833324432373,87.0652770996094,1218,32
"Chromolaena odorata",0,88.4791666666667,26.0041666666667,10.1916666030884,44.1197700500488,19.4166660308838,107.963676452637,1332,24
"Chromolaena odorata",0,90.9458333333333,23.0208333333333,8.5,43.5897369384766,20.2999992370605,96.2096176147461,909,36
"Chromolaena odorata",0,90.2708333333333,25.7708333333333,9.25,45.1219520568848,18.6833324432373,100.855163574219,1508,25
"Chromolaena odorata",0,92.9875,22.7791666666667,8.64166641235352,48.0092582702637,14.6999998092651,93.642463684082,963,57
"Chromolaena odorata",0,89.8458333333333,24.8375,9.55000019073486,43.0180168151855,20.1499996185303,94.4937744140625,1067,30
"Chromolaena odorata",0,91.6125,22.9375,9.32499980926514,46.1633682250977,20.2333335876465,98.1611022949219,922,29
"Chromolaena odorata",0,88.1875,25.8708333333333,10.2666664123535,43.5028266906738,19.3333339691162,109.268218994141,1153,25
"Chromolaena odorata",0,92.1875,25.3125,9.44999980926514,47.9695434570312,14.4499998092651,104.218437194824,2318,43
"Chromolaena odorata",0,91.8791666666667,23.9125,10.2083330154419,46.4015159606934,18.6333332061768,82.3923034667969,1110,45
"Chromolaena odorata",0,92.6125,23.9125,9.79999923706055,47.5728149414062,18.25,79.1739349365234,1068,47
"Chromolaena odorata",0,90.4125,22.8458333333333,8.95833301544189,42.6587333679199,20.1666660308838,88.0962371826172,781,43
"Chromolaena odorata",0,90.9125,23.1541666666667,8.81666660308838,44.9829902648926,20.3999996185303,93.5010147094727,885,35
"Chromolaena odorata",0,92.6375,25.3875,9.66666698455811,46.9255638122559,14.5166664123535,94.3771057128906,1574,41
"Chromolaena odorata",0,88.8041666666667,25.6375,9.99166679382324,43.6317329406738,19.4500007629395,102.84447479248,1150,26
"Chromolaena odorata",0,89.3208333333333,24.7125,9.82499980926514,42.7173919677734,20.033332824707,95.938346862793,954,32
"Chromolaena odorata",0,89.3375,22.4875,9.23333358764648,42.3547401428223,20.8833332061768,92.6324157714844,559,55
"Chromolaena odorata",0,90.7791666666667,25.4625,8.97500038146973,44.2118186950684,17.8666667938232,98.6419372558594,1871,32
"Chromolaena odorata",0,88.7208333333333,22.1375,8.40833282470703,41.625415802002,21.0499992370605,99.0542449951172,457,47
"Chromolaena odorata",0,92.0291666666667,24.0625,10.3000001907349,46.8181838989258,18.6333332061768,80.5609817504883,1110,49
"Chromolaena odorata",0,92.3375,26.0708333333333,9.22500038146973,44.5652198791504,17.466667175293,93.4633255004883,940,24
"Chromolaena odorata",0,90.9541666666667,25.2708333333333,8.75,45.3367881774902,17.3333339691162,102.13752746582,2313,38
"Chromolaena odorata",0,91.5291666666667,23.3541666666667,9.88333320617676,46.1837997436523,19.6499996185303,91.9066619873047,1182,33
"Chromolaena odorata",0,88.1208333333333,26.6375,10.4583330154419,46.4814796447754,19.716667175293,113.492057800293,1660,27
"Chromolaena odorata",0,91.4208333333333,24.1125,10.4750003814697,45.5434761047363,18.7666664123535,83.8747940063477,1131,37
"Chromolaena odorata",0,92.2541666666667,24.5125,10.3583335876465,47.9552459716797,18.7000007629395,80.5056686401367,1176,61
"Chromolaena odorata",0,92.3791666666667,23.0541666666667,9.79166698455811,46.1871032714844,19.6333332061768,93.3163223266602,867,34
"Chromolaena odorata",0,92.0125,22.8041666666667,9.19999980926514,46.0000038146973,20.0666675567627,100.934982299805,961,30
"Chromolaena odorata",0,92.9541666666667,23.2875,9.51666641235352,47.1122093200684,16.8500003814697,86.9715042114258,1011,43
"Chromolaena odorata",0,92.4875,26.9458333333333,8.83333396911621,43.9469337463379,18.8166675567627,93.1687850952148,1123,47
"Chromolaena odorata",0,90.3958333333333,22.6458333333333,9.02499961853027,42.7725105285645,20.216667175293,91.7217483520508,821,45
"Chromolaena odorata",0,91.0541666666667,24.1291666666667,9.43333339691162,44.080997467041,19.25,87.1929779052734,1194,31
"Chromolaena odorata",0,88.2208333333333,22.0041666666667,8.19999980926514,40.7960166931152,20.8666667938232,101.565567016602,406,40
"Chromolaena odorata",0,92.6625,21.3875,8,44.9438209533691,21.3166656494141,117.105735778809,1252,34
"Chromolaena odorata",0,89.4541666666667,26.2458333333333,9.70000076293945,45.539909362793,19.6833324432373,108.480010986328,1715,23
"Chromolaena odorata",0,90.0125,25.4541666666667,9.45833301544189,43.9922523498535,19.0666675567627,99.0257797241211,1540,23
"Chromolaena odorata",0,92.3291666666667,25.0708333333333,9.55833339691162,46.8545761108398,18.4166660308838,85.5419311523438,1538,59
"Chromolaena odorata",0,90.1291666666667,26.7625,9.11666679382324,46.9931259155273,19.716667175293,107.499923706055,1671,37
"Chromolaena odorata",0,92.5291666666667,25.3375,9.60833358764648,47.0996704101562,14.1166667938232,98.6344451904297,1888,41
"Chromolaena odorata",0,89.0708333333333,22.8875,9.76666641235352,42.4637718200684,20.9333343505859,91.359001159668,519,49
"Chromolaena odorata",0,90.4291666666667,24.5125,9.38333320617676,43.4413566589355,19.2999992370605,93.1320953369141,1174,27
"Chromolaena odorata",0,89.2708333333333,22.4708333333333,8.875,41.8632049560547,20.8500003814697,92.7468643188477,543,55
"Chromolaena odorata",0,91.9208333333333,24.2875,10.283332824707,46.3213195800781,18.2666664123535,82.2716293334961,1269,50
"Chromolaena odorata",0,91.4625,23.1958333333333,9.64999961853027,46.172248840332,20.2333335876465,94.7614669799805,916,32
"Chromolaena odorata",0,92.0208333333333,25.4791666666667,8.47500038146973,45.5645179748535,11.5,99.8637161254883,2052,44
"Chromolaena odorata",0,91.1375,25.8208333333333,8.48333358764648,45.6093215942383,17.7333335876465,101.465171813965,2324,47
"Chromolaena odorata",0,88.9625,26.9625,7.67500019073486,45.1470603942871,19.5166664123535,102.801223754883,2905,76
"Chromolaena odorata",0,89.3291666666667,25.2958333333333,9.81666660308838,43.824405670166,19.9166660308838,98.2471694946289,1138,28
"Chromolaena odorata",0,89.0625,24.6875,10.0249996185303,43.0257530212402,19.9166660308838,96.7745208740234,899,31
"Chromolaena odorata",0,90.7375,24.1291666666667,9.52499961853027,43.8940086364746,19.2999992370605,88.1677627563477,1187,30
"Chromolaena odorata",0,92.9375,25.3708333333333,10.0583333969116,46.3517684936523,16.3500003814697,78.9915390014648,954,51
"Chromolaena odorata",0,89.2458333333333,22.9375,9.64166641235352,42.288013458252,20.966667175293,89.538948059082,555,52
"Chromolaena odorata",0,91.8375,24.5375,9.85000038146973,46.0280380249023,18.8833332061768,84.4443740844727,1274,53
"Chromolaena odorata",0,89.5791666666667,24.8541666666667,9.28333377838135,42.0060348510742,20.3999996185303,95.5422973632812,1029,31
"Chromolaena odorata",0,90.2958333333333,23.5041666666667,9,42.0560760498047,19.7666664123535,84.5135803222656,1047,42
"Chromolaena odorata",0,91.3958333333333,26.3125,9.29166698455811,45.7717552185059,19.5666656494141,90.8545150756836,777,36
"Chromolaena odorata",0,91.3875,23.3625,9.67500019073486,45.636791229248,19.466667175293,92.0240097045898,1240,34
"Chromolaena odorata",0,92.5458333333333,24.7125,10.3083333969116,48.6242141723633,18.9166660308838,79.4728927612305,1213,68
"Chromolaena odorata",0,88.1458333333333,25.7625,10.533332824707,43.1693954467773,19.25,108.970489501953,1079,25
"Chromolaena odorata",0,91.7708333333333,23.0541666666667,9.60000038146973,46.1538429260254,19.8999996185303,95.8294219970703,897,29
"Chromolaena odorata",0,89.3291666666667,25.7708333333333,9.65000057220459,43.8636322021484,19.6333332061768,101.783676147461,1414,25
"Chromolaena odorata",0,89.9291666666667,25.2958333333333,9.54999923706055,44.0092124938965,19.2333335876465,97.8041839599609,1380,23
"Chromolaena odorata",0,90.2875,25.1291666666667,9.69999980926514,44.9074058532715,19.6833343505859,96.8701095581055,1145,22
"Chromolaena odorata",0,88.5041666666667,22.4875,9.51666641235352,42.8678665161133,20.5666675567627,98.5651016235352,449,43
"Chromolaena odorata",0,89.8791666666667,22.7291666666667,9.19999980926514,42.396312713623,20.3500003814697,90.0415420532227,693,51
"Chromolaena odorata",0,88.5875,25.1958333333333,10.6833333969116,42.5630798339844,19.3999996185303,103.071189880371,766,27
"Chromolaena odorata",0,88.6208333333333,24.7291666666667,9.98333358764648,42.1237716674805,19.8166656494141,99.3977661132812,710,31
"Chromolaena odorata",0,91.5875,24.2458333333333,10.6416664123535,46.2681159973145,18.716667175293,82.2010192871094,1114,42
"Chromolaena odorata",0,89.7958333333333,23.3208333333333,9.90000057220459,42.4892692565918,19.7333335876465,84.4057922363281,700,50
"Chromolaena odorata",0,89.5208333333333,25.0291666666667,9.59166717529297,43.2057075500488,20.1666679382324,96.6992645263672,1082,29
"Chromolaena odorata",0,88.7458333333333,23.1125,10.6416664123535,43.2588081359863,20.0499992370605,95.7143173217773,476,34
"Chromolaena odorata",0,91.6375,23.1958333333333,9.75,46.4285736083984,19.8500003814697,94.3418960571289,913,31
"Chromolaena odorata",0,89.1958333333333,25.9958333333333,9.64999961853027,44.4700469970703,19.6333332061768,105.416954040527,1448,24
"Chromolaena odorata",0,92.9041666666667,22.7125,8.71666622161865,46.3652496337891,16.9833335876465,96.5251083374023,978,48
"Chromolaena odorata",0,89.5625,21.7541666666667,7.30000019073486,39.8907089233398,21.033332824707,100.94083404541,625,50
"Chromolaena odorata",0,90.3291666666667,26.9375,7.69166612625122,42.7314796447754,15.5666666030884,109.342468261719,1940,74
"Chromolaena odorata",0,89.7958333333333,22.7375,8.86666679382324,41.8238945007324,20.4833335876465,89.3563003540039,664,52
"Chromolaena odorata",0,91.2291666666667,23.2041666666667,9.10833358764648,44.8686332702637,20.1666660308838,94.0692367553711,1281,33
"Chromolaena odorata",0,89.7375,26.0875,9.54166698455811,45.6539077758789,18.9500007629395,106.059661865234,1539,21
"Chromolaena odorata",0,88.7875,22.1875,8.63333320617676,41.7069282531738,20.966667175293,98.2165451049805,465,48
"Chromolaena odorata",0,90.1375,25.8125,9.33333301544189,44.8717956542969,18.8333339691162,100.840118408203,1364,23
"Chromolaena odorata",0,90.2041666666667,25.3958333333333,9.45833396911621,44.1978187561035,19,99.4034652709961,1422,22
"Chromolaena odorata",0,89.9125,25.1041666666667,9.57499980926514,43.7214622497559,19.5,96.0432434082031,1094,26
"Chromolaena odorata",0,90.0791666666667,22.7958333333333,8.71666717529297,41.907054901123,20.1166667938232,89.3328170776367,741,49
"Chromolaena odorata",0,88.4541666666667,25.9625,10.25,43.9914131164551,19.3833332061768,107.883354187012,1289,24
"Chromolaena odorata",0,92.3375,21.9541666666667,8.43333339691162,45.585578918457,20.5833339691162,112.262763977051,1125,33
"Chromolaena odorata",0,88.6625,23.6458333333333,10.9250001907349,42.3449630737305,19.466667175293,98.6342239379883,459,29
"Chromolaena odorata",0,88.4125,26.3958333333333,10.158332824707,45.1481513977051,19.5666656494141,110.705345153809,1645,23
"Chromolaena odorata",0,92.3125,22.2458333333333,9,45.9183692932129,20.3666667938232,109.355171203613,1066,33
"Chromolaena odorata",0,90.2875,22.5375,8.75833320617676,42.1073722839355,20.2333335876465,93.7892684936523,820,48
"Chromolaena odorata",0,92.3458333333333,23.8625,9.92500019073486,47.261905670166,18.466667175293,80.2559585571289,943,48
"Chromolaena odorata",0,91.2791666666667,26.0875,9.50833320617676,46.6094779968262,18.75,86.6468353271484,918,35
"Chromolaena odorata",0,88.3041666666667,23.2791666666667,11.0416660308838,43.1315116882324,20.0499992370605,98.5649871826172,373,31
"Chromolaena odorata",0,88.6291666666667,23.3041666666667,10.9916667938232,42.9361991882324,19.9500007629395,97.6695938110352,449,30
"Chromolaena odorata",0,88.9625,23.2458333333333,10.5166664123535,43.1010894775391,19.9500007629395,92.1772613525391,512,39
"Chromolaena odorata",0,92.8958333333333,25.4125,9.64166641235352,46.1323776245117,15.6833333969116,83.1133728027344,1066,48
"Chromolaena odorata",0,89.8041666666667,26.3458333333333,9.94999980926514,47.8365364074707,20.033332824707,108.313446044922,1639,23
"Chromolaena odorata",0,89.9875,23.6625,9.42500019073486,41.703540802002,19.5166664123535,83.7082138061523,729,44
"Chromolaena odorata",0,89.1708333333333,22.8375,9.78333282470703,42.5362358093262,20.9333343505859,90.5874404907227,534,52
"Chromolaena odorata",0,88.3625,26.5125,10.0750007629395,46.004566192627,19.6166667938232,111.084426879883,1714,25
"Chromolaena odorata",0,89.5791666666667,26.9708333333333,7.83333349227905,41.4462089538574,10.4499998092651,95.3085021972656,1584,93
